,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
1233,1233,30th St,080130126072003,30th St,[188162781]
1234,1234,30th St,080130126074005,30th St,"[188162781, 188162779, 220749752, 188162773]"
1235,1235,31st St,080130126074005,31st St,[188212926]
1236,1236,31st St,080130126074006,31st St,[188212926]
1237,1237,Baseline Frontage Rd,080130126074009,Baseline Frontage Rd,[188231746]
1238,1238,Baseline Frontage Rd,080130126081026,Baseline Frontage Rd,[188231747]
1239,1239,Baseline Frontage Rd,080130126081030,Baseline Frontage Rd,"[188231747, 188231751]"
1240,1240,36th St,080130126081025,36th St,[188162826]
1241,1241,36th St,080130126081010,36th St,[188162826]
1242,1242,37th St,080130126081010,37th St,[188162832]
1243,1243,37th St,080130126081009,37th St,[188162832]
1244,1244,Baseline Frontage Rd,080130126081028,Baseline Frontage Rd,[188231752]
1245,1245,Baseline Frontage Rd,080130126081012,Baseline Frontage Rd,[188231752]
1246,1246,Baseline Rd,080130126081012,Baseline Rd,"[220749901, 220749826, 629302733, 647462769]"
1247,1247,Baseline Rd,080130125112003,Baseline Rd,"[220749901, 647462769, 220755499, 220755500]"
1248,1248,Baseline Rd,080130125112002,Baseline Rd,"[629302733, 629302734, 188231740, 188231738]"
1249,1249,Baseline Rd,080130125112006,Baseline Rd,[188231740]
1250,1250,Berkley Ct,080130125071015,Berkley Ct,"[188162865, 220755443, 188162865, 220755443]"
1251,1251,Dartmouth Ave,080130125072019,Dartmouth Ave,[188162893]
1252,1252,S 34th St,080130125072019,S 34th St,[188162883]
1253,1253,S 34th St,080130125072020,S 34th St,[188162883]
1254,1254,Independence Dr,080130122032031,Independence Dr,[220751714]
1255,1255,Independence Dr,080130122032030,Independence Dr,"[220751714, 188193695]"
1256,1256,Berthoud Dr,080130122032031,Berthoud Dr,"[188163002, 639030146]"
1257,1257,Berthoud Dr,080130122032033,Berthoud Dr,[188163002]
1258,1258,55th St,080130126031026,55th St,"[220749904, 220749923]"
1259,1259,Pitkin Dr,080130126081014,Pitkin Dr,"[220749854, 188163289]"
1260,1260,Pitkin Dr,080130126081018,Pitkin Dr,[220749854]
1261,1261,Lodge Pl,080130126031033,Lodge Pl,"[188193711, 642429852, 188193710, 642429853, 188193711, 642429852, 188193710, 642429853]"
1262,1262,White Pl,080130126031029,White Pl,"[220749944, 220749942, 220749943]"
1263,1263,White Pl,080130126031027,White Pl,"[220749944, 220749942]"
1264,1264,Monarch Rd,080130127012049,Monarch Rd,"[188221763, 220747374, 644164733, 220760669]"
1265,1265,Monarch Rd,080130127012055,Monarch Rd,[188221763]
1266,1266,Gallitan Pl,080130126031027,Gallitan Pl,"[188163494, 188163492, 188163487, 188163489, 188163494, 188163487, 188163489]"
1267,1267,Glen Ct,080130125102004,Glen Ct,"[188163661, 188163661]"
1268,1268,Greenbriar Ct,080130125103006,Greenbriar Ct,"[643539398, 188176385, 643539398, 188164158]"
1269,1269,Arapahoe Rd,080130127071064,Arapahoe Rd,"[188164471, 220751147]"
1270,1270,Arapahoe Rd,080130127101002,Arapahoe Rd,"[188164471, 188164468, 220751132, 188164353]"
1271,1271,Terrace Pl,080130127103012,Terrace Pl,"[188164538, 188199330, 188164538]"
1272,1272,Terrace Pl,080130127103016,Terrace Pl,[188199330]
1273,1273,76th St,080130127103012,76th St,"[188213700, 188213699, 188164620, 188164630, 220749996]"
1274,1274,76th St,080130130033012,76th St,[188213700]
1275,1275,Goodhue Blvd,080130127103012,Goodhue Blvd,[188164623]
1276,1276,Goodhue Blvd,080130127103013,Goodhue Blvd,[188164623]
1277,1277,Cherokee Ave,080130606001031,Cherokee Ave,"[188192461, 220748273, 638975054, 188192457]"
1278,1278,Cherokee Ave,080130606001086,Cherokee Ave,[188192461]
1279,1279,Bean Mountain Ln,080130127084004,Bean Mountain Ln,[188236837]
1280,1280,Bean Mountain Ln,080130127084006,Bean Mountain Ln,"[188236837, 188190248]"
1281,1281,S McCaslin Blvd,080130127103040,S McCaslin Blvd,"[220749088, 647455564, 220755160, 220755292]"
1282,1282,S McCaslin Blvd,080130127103042,S McCaslin Blvd,[220755160]
1283,1283,S McCaslin Blvd,080130127103063,S McCaslin Blvd,"[637061205, 220755146, 647455971, 220755186, 637061206]"
1284,1284,S McCaslin Blvd,080130127103119,S McCaslin Blvd,"[637061205, 220748949, 637061206, 220748951]"
1285,1285,Diagonal Hwy,080130127012092,Diagonal Hwy,"[188235797, 188220077, 188235791, 188235790, 220760566, 188235792, 188220047]"
1286,1286,Diagonal Hwy,080130127012089,Diagonal Hwy,"[188235797, 188220077, 220752076, 220760566, 188235792, 188235679]"
1287,1287,Old Brompton Rd,080130127052020,Old Brompton Rd,[220748584]
1288,1288,Old Brompton Rd,080130127052014,Old Brompton Rd,"[220748584, 188175767, 220752131, 188175767, 639816404]"
1289,1289,Nautilus Dr,080130127051023,Nautilus Dr,"[220752135, 220756441]"
1290,1290,Indigo Ct,080130127052018,Indigo Ct,"[188235890, 639813454, 188235890, 220752165]"
1291,1291,Indigo Ct,080130127052005,Indigo Ct,"[639813454, 188220265, 188220266, 220752165, 188161507, 188161512]"
1292,1292,Willow Ln,080130127052005,Willow Ln,"[642890079, 220761085, 220761015, 639811764, 642890911, 220761085, 220761015, 639811764]"
1293,1293,Willow Ln,080130127052006,Willow Ln,[642890911]
1294,1294,Idylwild Trl,080130127083009,Idylwild Trl,[188161479]
1295,1295,Idylwild Trl,080130127083010,Idylwild Trl,[188161465]
1296,1296,Carter Ct,080130127051014,Carter Ct,"[220759282, 188161617, 220760579]"
1297,1297,Carter Ct,080130127051015,Carter Ct,"[220759282, 220760579, 637447598, 637447598]"
1298,1298,Williams Fork Trl,080130127051007,Williams Fork Trl,"[188171568, 220759271]"
1299,1299,Williams Fork Trl,080130127051008,Williams Fork Trl,[188171568]
1300,1300,Buckingham Rd,080130127083045,Buckingham Rd,[188220496]
1301,1301,Singing Hills Ct,080130127083045,Singing Hills Ct,[220752207]
1302,1302,Singing Hills Ct,080130127083043,Singing Hills Ct,"[220752207, 647456698]"
1303,1303,Spy Glass Ct,080130127083043,Spy Glass Ct,"[188236059, 643505210]"
1304,1304,Spy Glass Ct,080130127083000,Spy Glass Ct,"[188236059, 220759303]"
1305,1305,N 75th St,080130127083022,N 75th St,[188220445]
1306,1306,N 75th St,080130127091000,N 75th St,"[188220445, 188161719, 188202495, 188236051, 188161805, 220760583]"
1307,1307,Clubhouse Rd,080130127083022,Clubhouse Rd,"[188161718, 636169131]"
1308,1308,Buckingham Rd,080130127083022,Buckingham Rd,"[220752212, 220752211]"
1309,1309,Siena Way,080130127083018,Siena Way,"[220752221, 220752221]"
1310,1310,Rustic Trl,080130127082006,Rustic Trl,"[220752178, 188220423, 188161453, 220759301]"
1311,1311,S McCaslin Blvd,080130127103075,S McCaslin Blvd,"[220755134, 220749070, 220755134]"
1312,1312,S Centennial Pkwy,080130127103075,S Centennial Pkwy,"[220755145, 188230897, 220749044, 220749045]"
1313,1313,S Centennial Pkwy,080130127103077,S Centennial Pkwy,[220755145]
1314,1314,Majestic View Dr,080130127103063,Majestic View Dr,"[188180416, 627214841, 627214842]"
1315,1315,Majestic View Dr,080130127103040,Majestic View Dr,"[188180416, 188192061, 188194614, 188192061, 188194614]"
1316,1316,S McCaslin Blvd,080130127103067,S McCaslin Blvd,[220755289]
1317,1317,S McCaslin Blvd,080130127103068,S McCaslin Blvd,"[220755289, 647467874, 220755146, 220755186, 188164887]"
1318,1318,S McCaslin Blvd,080130127103043,S McCaslin Blvd,[220755292]
1319,1319,Jay Rd,080130127082009,Jay Rd,"[188236125, 188220429, 188236126]"
1320,1320,Jay Rd,080130127071000,Jay Rd,"[188236125, 188220429, 220752182, 220752189, 188236126]"
1321,1321,Majestic View Dr,080130127103071,Majestic View Dr,[629966256]
1322,1322,Majestic View Dr,080130127103047,Majestic View Dr,[629966256]
1323,1323,Ibm Plant,080130127012064,Ibm Plant,"[643487956, 188236859, 188242104, 188239684, 220756980, 188242099, 188242100]"
1324,1324,Ibm Plant,080130127012061,Ibm Plant,"[188236859, 188239907, 188242104, 188239684, 188242099, 188237812, 188239906, 188242233, 188242129, 188242128, 188242132]"
1325,1325,Diagonal Hwy,080130127012067,Diagonal Hwy,"[642890815, 188236828, 188221080, 643563134, 639031647, 188221097, 643563133]"
1326,1326,Diagonal Hwy,080130127084000,Diagonal Hwy,"[642890815, 188221080, 188221097]"
1327,1327,N 63rd St,080130127012042,N 63rd St,"[188236909, 644163524, 188221209]"
1328,1328,N 63rd St,080130127012044,N 63rd St,"[188236909, 188237796, 188237797, 220752553, 644163524, 644208386]"
1329,1329,63rd St,080130127012039,63rd St,"[188236926, 220760633, 220752368]"
1330,1330,63rd St,080130127012050,63rd St,"[188236926, 220760633, 220752368]"
1331,1331,Diagonal Hwy,080130127012066,Diagonal Hwy,"[188221095, 220760623, 643503650, 220759401, 220752385, 220752383]"
1332,1332,Diagonal Hwy,080130127051000,Diagonal Hwy,"[220759401, 220759398]"
1333,1333,Odell Pl,080130127051002,Odell Pl,"[188184477, 188184477]"
1334,1334,Diagonal Hwy,080130127012060,Diagonal Hwy,"[220760629, 188237875, 220759419, 188236895, 188205562]"
1335,1335,30th St,080130127013009,30th St,"[188219908, 188160941, 188219907, 639028814, 188160939, 220751610, 188160948]"
1336,1336,30th St,080130127013010,30th St,"[188219908, 188160941, 188219907, 639028814, 188160939, 220751610, 188160948]"
1337,1337,Kelso Rd,080130127012132,Kelso Rd,"[188219994, 188219993]"
1338,1338,Kelso Rd,080130127013000,Kelso Rd,"[188219994, 220760561, 220760562, 188160987, 188219993, 220752071]"
1339,1339,51st St,080130127013000,51st St,"[188220030, 220759250, 188235655, 188220029, 188220025, 188235656]"
1340,1340,51st St,080130127012082,51st St,"[188220030, 636168471, 188219991, 188235593, 188220029, 188235604, 643467027]"
1341,1341,Old Brompton Rd,080130127052015,Old Brompton Rd,[220752131]
1342,1342,51st St,080130127012130,51st St,[643466746]
1343,1343,51st St,080130127012031,51st St,"[643466746, 643466640]"
1344,1344,Goldenrod Dr,080130125053010,Goldenrod Dr,"[188212634, 188212633, 220747407, 188160111]"
1345,1345,Goldenrod Dr,080130125053014,Goldenrod Dr,[188212634]
1346,1346,Flagstaff Mountain Rd,080130125053020,Flagstaff Mountain Rd,"[220749619, 643557491, 220749609, 643557490, 220749608, 188160085, 220749604, 188160083, 188195864, 188202406]"
1347,1347,Flagstaff Mountain Rd,080130122013044,Flagstaff Mountain Rd,[220749619]
1348,1348,33rd St,080130126051014,33rd St,"[188163241, 611134984, 188213057, 611134983]"
1349,1349,33rd St,080130126051013,33rd St,"[611134984, 188213057, 611134983, 188163241]"
1350,1350,28th St Frontage Rd,080130126072001,28th St Frontage Rd,[188191591]
1351,1351,28th St Frontage Rd,080130126072000,28th St Frontage Rd,[188191591]
1352,1352,33rd St,080130126074011,33rd St,[188212940]
1353,1353,33rd St,080130126074010,33rd St,"[188212940, 188162793]"
1354,1354,Wardenburg Dr,080130123001005,Wardenburg Dr,"[188231567, 188212816, 220749721, 188212816]"
1355,1355,Wardenburg Dr,080130123001008,Wardenburg Dr,"[220749721, 188231567]"
1356,1356,Rayleigh Rd,080130125052025,Rayleigh Rd,"[188233583, 188231660]"
1357,1357,Rayleigh Rd,080130125052021,Rayleigh Rd,[188233583]
1358,1358,Baseline Rd,080130124012012,Baseline Rd,"[188212835, 188212836]"
1359,1359,Baseline Rd,080130125051005,Baseline Rd,"[188212835, 188212836]"
1360,1360,20th St,080130125051005,20th St,"[220749725, 188162636]"
1361,1361,20th St,080130125051004,20th St,"[220749725, 188162636]"
1362,1362,Libby Dr,080130123001005,Libby Dr,"[637470323, 637470190, 637470322, 637470323, 637470190, 637470322]"
1363,1363,Martin Dr,080130125071008,Martin Dr,"[220749757, 220749759, 188162885]"
1364,1364,Compton Rd,080130125052024,Compton Rd,"[641288169, 641288168, 188231564]"
1365,1365,Compton Rd,080130125052027,Compton Rd,"[641288169, 641288168]"
1366,1366,Compton Rd,080130125052019,Compton Rd,"[188231681, 188231680, 188231662]"
1367,1367,Compton Rd,080130125052018,Compton Rd,[188231681]
1368,1368,Colorado Ave,080130126081009,Colorado Ave,"[188190438, 188190426, 188191400, 188231737, 188162812, 220755470, 188231704, 188190447, 188213344, 188190435, 188190443, 188191398, 188190436, 188191399, 188204374, 188160894, 188231721, 188190441, 188191397, 220747601, 188190444, 188190439, 188190438, 188190426, 188191400, 188190447, 188213344, 188190435, 188190443, 188191398, 188190436, 188191399, 188190441, 188191397, 220747601, 188190444, 188190439]"
1369,1369,Inca Pkwy,080130125112006,Inca Pkwy,"[641614973, 641614972, 188213225]"
1370,1370,Baseline Rd,080130125113000,Baseline Rd,"[220749826, 220755493]"
1371,1371,N 39th St,080130127012013,N 39th St,"[188221606, 188221605, 188221606, 188221605]"
1372,1372,Driver Ct,080130127012020,Driver Ct,"[188182696, 188182696]"
1373,1373,Pebble Beach Ct,080130127012020,Pebble Beach Ct,"[188160644, 188160644]"
1374,1374,Niwot Rd,080130127011024,Niwot Rd,"[188221651, 220760663, 639814699]"
1375,1375,Golf Club Dr,080130127012011,Golf Club Dr,"[220759531, 220759513, 188221660, 188182741, 188182737]"
1376,1376,Golf Club Dr,080130127012012,Golf Club Dr,"[220759531, 188221660, 188182741, 188182737]"
1377,1377,Fox Hill Ct,080130127101002,Fox Hill Ct,"[220755528, 188213641, 220755528, 188213641]"
1378,1378,S Boulder Rd,080130127103001,S Boulder Rd,"[188210401, 188210399, 188164757, 188210403, 188210405]"
1379,1379,S Boulder Rd,080130127103006,S Boulder Rd,"[188210401, 188210403, 188210405, 188230322, 188230320, 188230321]"
1380,1380,Baseline Rd,080130127102026,Baseline Rd,"[188213434, 648159786, 648159787]"
1381,1381,Baseline Rd,080130127101017,Baseline Rd,"[188213434, 648159786, 648159787]"
1382,1382,55th St,080130126031027,55th St,"[188213537, 220749953]"
1383,1383,Talisman Ct,080130122031007,Talisman Ct,[220759004]
1384,1384,Talisman Ct,080130122031011,Talisman Ct,[220759004]
1385,1385,Golf Club Dr,080130127012013,Golf Club Dr,"[220760614, 220759390]"
1386,1386,Sunshine Canyon Dr,080130137013044,Sunshine Canyon Dr,"[188215263, 637694234, 637694235, 188215264]"
1387,1387,Spruce St,080130121014026,Spruce St,"[220750505, 188159375]"
1388,1388,Dakota Ridge Trl,080130121011027,Dakota Ridge Trl,"[188232468, 188232467, 188232476, 188232477]"
1389,1389,Dakota Ridge Trl,080130121011007,Dakota Ridge Trl,"[188232468, 188232467, 188232476]"
1390,1390,14th St,080130122043047,14th St,[188215665]
1391,1391,14th St,080130122043046,14th St,[188215665]
1392,1392,Alpine Ave,080130121013015,Alpine Ave,"[188215555, 188215556]"
1393,1393,Alpine Ave,080130121011012,Alpine Ave,"[188215555, 188215556, 188159425]"
1394,1394,28th St,080130122024000,28th St,[188232527]
1395,1395,28th St,080130122024001,28th St,"[188232527, 220750706]"
1396,1396,Folsom St,080130121022007,Folsom St,[188161987]
1397,1397,Folsom St,080130121021014,Folsom St,"[188161987, 188216161]"
1398,1398,Spruce St,080130122024003,Spruce St,[188215895]
1399,1399,Spruce St,080130122024009,Spruce St,"[188215895, 188162168]"
1400,1400,28th St,080130122024009,28th St,"[636169708, 188232577]"
1401,1401,Goss St,080130122023011,Goss St,"[188193329, 220750802]"
1402,1402,Goss St,080130122023010,Goss St,"[188193329, 220750799]"
1403,1403,Taft Dr,080130122024027,Taft Dr,[220750771]
1404,1404,Goss St,080130122023015,Goss St,[642890246]
1405,1405,28th St,080130126052020,28th St,[629576032]
1406,1406,Railroad Tracks,080130127071052,Railroad Tracks,"[188239012, 188235010, 188239049]"
1407,1407,Railroad Tracks,080130127071051,Railroad Tracks,"[188239012, 188234971, 188235010, 188239049]"
1408,1408,N 75th St,080130127071060,N 75th St,"[188234992, 188219215]"
1409,1409,N 75th St,080130127072004,N 75th St,"[188234992, 188219215, 220759054]"
1410,1410,Pearl East Cir,080130122032083,Pearl East Cir,"[188216477, 188232650]"
1411,1411,Pearl East Cir,080130122032082,Pearl East Cir,"[188232650, 220755754, 220750930, 188216479, 220756115, 220750930, 220756115]"
1412,1412,38th St,080130122032116,38th St,"[188216561, 188162554, 220755767]"
1413,1413,Pearl St,080130122032068,Pearl St,[188162515]
1414,1414,Pearl St,080130122032069,Pearl St,"[188162515, 188163057]"
1415,1415,Pearl Pkwy,080130122032085,Pearl Pkwy,"[188195695, 188232692, 188234096]"
1416,1416,Pearl St,080130122032054,Pearl St,"[188195714, 188163057, 188216509, 647462172, 220750936, 220750937]"
1417,1417,Pearl Pkwy,080130122032101,Pearl Pkwy,"[220755790, 188232746, 220755789]"
1418,1418,Macarthur Dr,080130126031008,Macarthur Dr,[220750932]
1419,1419,Foothills Pkwy,080130122032063,Foothills Pkwy,"[646713922, 646713923, 188232760]"
1420,1420,Foothills Pkwy,080130122032057,Foothills Pkwy,"[646713922, 642429786, 646713923, 188232760, 612835798, 642429787, 647472173, 642429790, 636169757]"
1421,1421,Arapahoe Ave,080130126031002,Arapahoe Ave,"[220751034, 220751029, 220755800, 634594544, 635596479]"
1422,1422,Arapahoe Ave,080130126031020,Arapahoe Ave,"[220755800, 634594544]"
1423,1423,Arapahoe Ave,080130126031003,Arapahoe Ave,"[188199297, 220755802]"
1424,1424,Valmont Rd,080130127071022,Valmont Rd,"[220751033, 188216786, 646003052, 220750996]"
1425,1425,Valmont Rd,080130127071081,Valmont Rd,"[220751033, 647475602, 220751032, 188216786, 220755796, 188204571, 220750996, 645995729]"
1426,1426,Utica Ct,080130121041017,Utica Ct,"[188158553, 220756358, 220759134, 188158553, 220756358, 220759134]"
1427,1427,Union Ave,080130121041017,Union Ave,[647472478]
1428,1428,Union Ave,080130121041018,Union Ave,[647472478]
1429,1429,Laguna Pl,080130125111003,Laguna Pl,"[188213352, 188213351, 188231741, 188213352]"
1430,1430,Laguna Pl,080130125111024,Laguna Pl,"[188213351, 188231741]"
1431,1431,Kalmia Ave,080130127014034,Kalmia Ave,[188204668]
1432,1432,Kalmia Ave,080130127014032,Kalmia Ave,"[188204668, 644256932, 645401711, 645401710, 220758938, 628061178]"
1433,1433,N 75th St,080130127071004,N 75th St,"[220751801, 188234981, 220760504, 220760991, 188176680, 220760503]"
1434,1434,N 75th St,080130127072002,N 75th St,"[220751801, 220760991]"
1435,1435,N 75th St,080130127072001,N 75th St,"[188234981, 220760504, 188176680, 220760503, 220751800]"
1436,1436,Jay Rd,080130127013001,Jay Rd,"[643480003, 643480002, 643479899, 188235585, 641287906, 643479898, 220761012, 641287905]"
1437,1437,Jay Rd,080130127013018,Jay Rd,"[643480003, 643480002]"
1438,1438,Brandon Creek Dr,080130127051019,Brandon Creek Dr,"[188235858, 188235875, 643507729, 220756928, 188235858]"
1439,1439,Brandon Creek Dr,080130127051022,Brandon Creek Dr,"[643507729, 645516742]"
1440,1440,Carter Trl,080130127083034,Carter Trl,"[188161633, 188220238, 188220237, 642890071]"
1441,1441,State Hwy 119,080130127014034,State Hwy 119,"[188245732, 220757791, 188245732, 220757791]"
1442,1442,Eagle Trl,080130127012029,Eagle Trl,"[220757376, 188243968, 220757374, 188239630, 188239631, 188245045, 188243967]"
1443,1443,Eagle Trl,080130127012086,Eagle Trl,"[188243968, 220757374, 188239630, 188239631, 188245045, 188243967]"
1444,1444,Niwot Rd,080130127011026,Niwot Rd,"[220752534, 188182699]"
1445,1445,Niwot Rd,080130127012012,Niwot Rd,[220752534]
1446,1446,McCaslin Blvd,080130606001066,McCaslin Blvd,"[220747958, 646403861, 639808682, 188200693, 641289688, 642890914, 646403873, 188206759, 641289687, 646403872, 188228373, 639816913, 220754872, 639815807]"
1447,1447,McCaslin Blvd,080130606001064,McCaslin Blvd,"[188228373, 220754872]"
1448,1448,N 75th St,080130127071053,N 75th St,"[635596108, 188217127, 188217128]"
1449,1449,Arapahoe Rd,080130127072005,Arapahoe Rd,"[188164507, 220751143, 220751142, 188164500]"
1450,1450,Arapahoe Rd,080130130031010,Arapahoe Rd,"[188164507, 220751151, 220751143, 220751156, 188217198]"
1451,1451,N Larkspur Ct,080130127072015,N Larkspur Ct,"[188189019, 188189019]"
1452,1452,Prairie Ridge Dr,080130127072015,Prairie Ridge Dr,"[188189014, 188189017, 188186120]"
1453,1453,Prairie Ridge Dr,080130127072016,Prairie Ridge Dr,"[188189014, 188189017, 188186120]"
1454,1454,Prairie Ridge Ct,080130127072015,Prairie Ridge Ct,"[188189013, 188189013]"
1455,1455,Arapahoe Rd,080130127072020,Arapahoe Rd,"[220751159, 220751171, 188175998]"
1456,1456,Arapahoe Rd,080130130031004,Arapahoe Rd,[220751159]
1457,1457,Arapahoe Rd,080130130031003,Arapahoe Rd,[220751171]
1458,1458,Park Lake Dr,080130127072010,Park Lake Dr,"[188217245, 188217246]"
1459,1459,Pinehurst Ct,080130127083004,Pinehurst Ct,"[220756582, 188221271, 220756582, 188221271]"
1460,1460,Silver Plume Ln,080130125103017,Silver Plume Ln,[188207696]
1461,1461,S Foothills Hwy,080130125104019,S Foothills Hwy,"[188207855, 188207857, 188207859, 188207853, 188207860, 220748219, 188228126, 188228556, 188228558, 188228557, 188228559, 220754621]"
1462,1462,S Foothills Hwy,080130125104017,S Foothills Hwy,"[188228126, 188228556, 188228558, 188228557, 188228559, 220754621]"
1463,1463,S Foothills Hwy,080130125104020,S Foothills Hwy,"[220748214, 188207815, 628054526, 220754531, 628054525]"
1464,1464,S Foothills Hwy,080130125104021,S Foothills Hwy,"[628054526, 220754531]"
1465,1465,Thomas Ln,080130125104020,Thomas Ln,[220748215]
1466,1466,Thomas Ln,080130125104019,Thomas Ln,[220748215]
1467,1467,Eldorado Springs Dr,080130125104024,Eldorado Springs Dr,[637928242]
1468,1468,Eldorado Springs Dr,080130125104026,Eldorado Springs Dr,"[637928242, 220747940, 188206658, 188164048, 188206657, 188164051, 220747927]"
1469,1469,Sycamore St,080130606001037,Sycamore St,"[220748292, 641289697, 641289698]"
1470,1470,Sycamore St,080130606001036,Sycamore St,"[220748292, 641289697, 641289698, 188208178]"
1471,1471,Linden Ave,080130121042003,Linden Ave,"[188197337, 188218126, 188218223, 647469211, 647468586]"
1472,1472,Moffit Ct,080130121042012,Moffit Ct,"[188158705, 188158705]"
1473,1473,15th St,080130121053006,15th St,"[220751493, 220751563, 188205494, 647471967]"
1474,1474,15th St,080130121053005,15th St,"[220751563, 647471967]"
1475,1475,Iris Ave,080130121054013,Iris Ave,"[220751509, 188159536, 188159528, 220751519]"
1476,1476,Iris Ave,080130121024006,Iris Ave,[220751509]
1477,1477,Iris Ave,080130121024003,Iris Ave,"[188159536, 188159537]"
1478,1478,Eastwood Ct,080130121021004,Eastwood Ct,[188191064]
1479,1479,Eastwood Ct,080130121021005,Eastwood Ct,"[188191064, 220758957]"
1480,1480,Westwood Ct,080130121021007,Westwood Ct,[188218759]
1481,1481,Westwood Ct,080130121021006,Westwood Ct,"[188218759, 188218760]"
1482,1482,Winding Trail Dr,080130121033007,Winding Trail Dr,"[220751696, 188218660, 188218659]"
1483,1483,Winding Trail Dr,080130121033005,Winding Trail Dr,"[188218660, 624380112, 188218700, 624380113, 188218659, 624380112, 188218700, 624380113]"
1484,1484,Kalmia Ave,080130127014020,Kalmia Ave,"[188218591, 642890508, 220758937, 642890310]"
1485,1485,Kalmia Ave,080130127014044,Kalmia Ave,"[188218591, 220758937]"
1486,1486,39th St,080130127011027,39th St,"[188238370, 188237444, 188238367, 188238366]"
1487,1487,39th St,080130127011026,39th St,"[188238370, 188237444, 188238367, 188238366]"
1488,1488,S Foothills Hwy,080130125082026,S Foothills Hwy,"[188207855, 188207857, 188207859, 188207853, 220748219]"
1489,1489,Marshall Rd,080130606001022,Marshall Rd,"[188207747, 188207749, 220748201, 188164258, 188207754]"
1490,1490,Marshall Rd,080130606001023,Marshall Rd,"[188207747, 220748200, 188207749, 220748201, 188207754]"
1491,1491,S Centennial Pkwy,080130127103113,S Centennial Pkwy,"[188228594, 188228193]"
1492,1492,S Centennial Pkwy,080130127103084,S Centennial Pkwy,"[188228594, 188208096]"
1493,1493,W William St,080130606001048,W William St,"[647467914, 636168211, 647467914, 188164961]"
1494,1494,S Centennial Pkwy,080130127103115,S Centennial Pkwy,[188208091]
1495,1495,S Centennial Pkwy,080130127103118,S Centennial Pkwy,"[188208091, 188228615]"
1496,1496,McCaslin Blvd,080130606001042,McCaslin Blvd,"[188166173, 220748445, 220761327]"
1497,1497,McCaslin Blvd,080130606001034,McCaslin Blvd,"[220761327, 642890523, 220748311]"
1498,1498,S Centennial Pkwy,080130127103120,S Centennial Pkwy,"[647457305, 647469088]"
1499,1499,S Centennial Pkwy,080130127103079,S Centennial Pkwy,"[647469088, 188230036]"
1500,1500,Connecting Rd,080130127103120,Connecting Rd,[220755037]
1501,1501,Connecting Rd,080130127103080,Connecting Rd,[220755037]
1502,1502,Millikan Rd,080130125052020,Millikan Rd,"[188231672, 188231675, 188231676, 188231677, 188231674, 188231673]"
1503,1503,Millikan Rd,080130125052019,Millikan Rd,"[188231672, 188231675, 188231676, 188231677, 188231674, 188231673]"
1504,1504,Baseline Rd,080130125071001,Baseline Rd,"[188205623, 220749769, 220755432, 188231584, 188233590]"
1505,1505,Baseline Rd,080130125071002,Baseline Rd,[220755432]
1506,1506,Baseline Rd,080130125113003,Baseline Rd,"[647476172, 220755456]"
1507,1507,Baseline Rd,080130125113002,Baseline Rd,"[220755456, 638928065, 638928064, 635472140, 635472139, 220756016, 220755493, 188233605]"
1508,1508,Moorhead Ave,080130125071003,Moorhead Ave,"[220749792, 220749791, 188162708, 188162856, 632631878, 188162714, 188162713, 632631879]"
1509,1509,Moorhead Ave,080130125072002,Moorhead Ave,"[220749792, 220749791]"
1510,1510,Cockerell Dr,080130123001007,Cockerell Dr,"[220755457, 188231569]"
1511,1511,Cockerell Dr,080130123001006,Cockerell Dr,"[188231569, 188231596]"
1512,1512,Moorhead Ave,080130125071023,Moorhead Ave,"[188162956, 188162961]"
1513,1513,Moorhead Ave,080130125071007,Moorhead Ave,[188162933]
1514,1514,Moorhead Ave,080130125071009,Moorhead Ave,[188162947]
1515,1515,Baseline Rd,080130125011015,Baseline Rd,"[629302740, 629302740]"
1516,1516,Baseline Rd,080130125111001,Baseline Rd,"[220749886, 220755472]"
1517,1517,Baseline Rd,080130125111005,Baseline Rd,[220755472]
1518,1518,Foothills Pkwy,080130125111008,Foothills Pkwy,[220755483]
1519,1519,Foothills Pkwy,080130125111007,Foothills Pkwy,"[220755483, 220748827, 220755981, 220754908]"
1520,1520,Discovery Dr,080130126051017,Discovery Dr,"[188233638, 188213329]"
1521,1521,Discovery Dr,080130126051016,Discovery Dr,"[188233638, 220755487, 188231718]"
1522,1522,Pinon Dr,080130125112004,Pinon Dr,"[188162924, 188162921]"
1523,1523,Pinon Dr,080130125112010,Pinon Dr,"[188162924, 641614974, 641614975]"
1524,1524,Kittredge Loop Dr,080130123001010,Kittredge Loop Dr,"[220749766, 635472171, 635472163, 627308699, 220755431]"
1525,1525,Kittredge Loop Dr,080130123001013,Kittredge Loop Dr,"[635472171, 635472163, 627308699, 188213100]"
1526,1526,Kittredige Loop Dr,080130123001010,Kittredige Loop Dr,[635472208]
1527,1527,Colorado Ave,080130126081003,Colorado Ave,"[220749824, 188233735, 220755989, 220749846, 188213197]"
1528,1528,Colorado Ave,080130126081002,Colorado Ave,"[188233735, 220755989]"
1529,1529,Foothills Pkwy,080130126081015,Foothills Pkwy,"[220755982, 188231771, 220755983, 639030205, 637047095]"
1530,1530,Foothills Pkwy,080130126032005,Foothills Pkwy,"[639030205, 637047095]"
1531,1531,Baseline Rd,080130127101001,Baseline Rd,"[188213617, 220749978, 188213626, 188213618, 188213714, 188164525, 188213713]"
